2,0.008483,0.632359,0.838533
5,0.027149,0.334893,4.220451
10,0.060334,0.436768,11.162834
15,0.110945,0.449370,2.626710
20,0.153717,0.466912,4.750124
25,0.228121,0.673065,6.403446
30,0.283384,0.535963,8.659388
35,0.484935,0.359440,8.890742
40,0.513607,0.957507,11.568919
